ApplicationID,Name,Gender,Age,City,State,AppliedProgram,ApplicationStatus,DateApplied,TestDate,QuantitativeScore,LogicalScore,VerbalScore,TotalScore,NumThankYou,NumFollowUp,NumReminder,NumAppStatus,AvgResponseTime,LastCommDate,MostFrequentChannel,InterviewerName,InterviewDate,Score,Feedback
A00126,John Gillespie,Female,29,Harrisview,Alabama,Engineering,Accepted,2024-11-14 00:00:00,2024-04-18 00:00:00,16,21,26,63,0,1,0,0,4,2024-11-26 00:00:00,Phone Call,John Tyler,2023-12-26 00:00:00,97,Excellent communication
A00127,Dawn Church,Male,34,Richardsonland,Iowa,Business,Rejected,2024-06-28 00:00:00,2024-05-10 00:00:00,13,15,34,62,0,0,0,1,4,2024-04-04 00:00:00,Email,Patricia Murphy,2023-12-25 00:00:00,84,Needs improvement
A00128,Nicholas Robles,Male,32,Manuelton,Virginia,Business,Interview Scheduled,2023-12-16 00:00:00,2024-08-21 00:00:00,21,16,34,71,1,0,0,0,2,2024-12-06 00:00:00,Phone Call,Charles Stone,2024-03-13 00:00:00,81,Needs improvement
A00129,Victor Navarro,Other,34,Nicholasport,Minnesota,Computer Science,Accepted,2024-01-29 00:00:00,2024-10-14 00:00:00,17,25,23,65,0,0,0,1,24,2024-03-23 00:00:00,Email,Danielle Reilly,2023-12-28 00:00:00,96,Excellent communication
A00131,Brenda Lyons,Other,31,Samuelshire,New York,Law,Interview Scheduled,2024-07-03 00:00:00,2024-06-23 00:00:00,27,18,33,78,0,0,0,1,2,2023-12-19 00:00:00,Phone Call,Tonya Morales,2024-01-09 00:00:00,72,Average performance
A00132,Julie Mullins,Female,28,Villaton,Massachusetts,Engineering,Rejected,2024-03-15 00:00:00,2024-08-12 00:00:00,17,21,23,61,0,0,1,0,6,2024-10-28 00:00:00,WhatsApp,Richard Thompson,2024-11-15 00:00:00,60,Average performance
A00133,Susan Gilbert,Other,21,Raybury,Nevada,Engineering,Submitted,2024-03-23 00:00:00,2024-02-25 00:00:00,31,12,22,65,0,1,0,0,4,2024-02-23 00:00:00,WhatsApp,Susan Austin,2024-07-19 00:00:00,54,Good technical skills
A00134,Lisa Harris,Other,22,Jenniferville,Delaware,Business,Rejected,2024-02-18 00:00:00,2024-08-08 00:00:00,11,34,22,67,0,1,0,0,4,2024-11-28 00:00:00,WhatsApp,Stephen Anthony,2024-05-22 00:00:00,90,Average performance
A00135,Carolyn Russell,Female,30,Nelsonland,North Dakota,Engineering,Accepted,2024-04-04 00:00:00,2023-12-12 00:00:00,35,15,14,64,0,0,1,0,2,2024-07-25 00:00:00,WhatsApp,Jeff Paul,2024-07-25 00:00:00,77,Needs improvement
A00137,Kristen Daniels,Male,34,Sanchezfort,Rhode Island,Engineering,Interview Scheduled,2024-10-05 00:00:00,2024-07-16 00:00:00,21,13,25,59,0,0,1,0,24,2024-09-13 00:00:00,WhatsApp,Keith Miller,2024-01-20 00:00:00,84,Average performance
A00138,Allison Hunt,Female,34,Davidtown,Massachusetts,Arts,Submitted,2024-06-21 00:00:00,2024-12-09 00:00:00,35,32,29,96,0,0,1,0,24,2023-12-11 00:00:00,Email,Anthony Nelson,2024-09-28 00:00:00,94,Needs improvement
A00139,Brittany Hardin,Other,30,West Amyport,Utah,Law,Accepted,2024-10-06 00:00:00,2024-11-26 00:00:00,31,32,29,92,1,0,0,0,4,2024-07-07 00:00:00,Phone Call,Rebecca Matthews,2024-06-01 00:00:00,51,Needs improvement
A00141,Carol Reyes,Male,31,East Ashley,South Dakota,Engineering,Rejected,2023-12-25 00:00:00,2024-11-11 00:00:00,11,27,23,61,0,0,0,1,6,2024-04-18 00:00:00,Phone Call,Christopher Phillips,2024-01-05 00:00:00,94,Good technical skills
A00142,Jamie Fuller,Other,22,West Anthony,Arkansas,Law,Accepted,2024-07-09 00:00:00,2024-05-04 00:00:00,31,26,27,84,0,0,1,0,12,2024-01-16 00:00:00,Email,Tammy Mayo,2024-09-20 00:00:00,93,Average performance
A00143,Christopher Wood,Male,23,New Masonview,Colorado,Engineering,Rejected,2024-01-09 00:00:00,2024-05-04 00:00:00,19,30,21,70,1,0,0,0,4,2024-06-01 00:00:00,WhatsApp,Robert Mccullough,2024-06-24 00:00:00,99,Good technical skills
A00144,Lisa Smith,Male,19,Murraychester,Arizona,Law,Submitted,2024-09-14 00:00:00,2024-04-05 00:00:00,23,32,24,79,0,0,0,1,2,2024-09-12 00:00:00,Email,Taylor Villegas,2024-02-22 00:00:00,61,Good technical skills
A00145,Shane Mathews,Female,28,Patriciaberg,Massachusetts,Arts,Interview Scheduled,2024-09-19 00:00:00,2024-08-19 00:00:00,20,10,40,70,0,1,0,0,2,2024-03-12 00:00:00,WhatsApp,Nicholas Navarro,2024-07-04 00:00:00,90,Good technical skills
A00146,Thomas Klein,Other,34,Shannonshire,Arkansas,Engineering,Interview Scheduled,2024-05-14 00:00:00,2024-02-28 00:00:00,29,11,11,51,0,0,0,1,24,2024-03-22 00:00:00,Email,Maurice Moore,2024-02-11 00:00:00,56,Needs improvement
A00147,Terry Lloyd,Male,20,Leslieland,New Mexico,Law,Interview Scheduled,2024-06-27 00:00:00,2024-09-05 00:00:00,35,14,32,81,0,0,0,1,48,2024-01-15 00:00:00,WhatsApp,Dean Rodriguez,2024-09-23 00:00:00,76,Excellent communication
A00148,Paul Randolph,Female,24,Johnsonville,New Hampshire,Engineering,Rejected,2024-10-07 00:00:00,2024-10-07 00:00:00,20,23,16,59,0,1,0,0,4,2024-07-28 00:00:00,Email,William Evans,2024-04-03 00:00:00,55,Excellent communication
A00149,Susan Smith,Other,25,Pachecoburgh,California,Engineering,Rejected,2023-12-20 00:00:00,2024-05-31 00:00:00,37,36,21,94,1,0,0,0,24,2024-03-04 00:00:00,Email,Dustin Perez,2024-06-24 00:00:00,95,Excellent communication
A00150,Derek Mullen,Female,18,South Kellie,Ohio,Engineering,Interview Scheduled,2024-03-18 00:00:00,2024-02-13 00:00:00,20,31,29,80,0,0,0,1,48,2024-10-30 00:00:00,Email,Abigail Wilson,2024-04-28 00:00:00,84,Average performance
A00151,Thomas Bolton,Other,28,West Joseph,Nevada,Business,Rejected,2024-07-06 00:00:00,2024-12-01 00:00:00,35,25,11,71,1,0,0,0,2,2024-06-07 00:00:00,Phone Call,Robert Frey,2024-04-12 00:00:00,86,Good technical skills
A00152,Scott Larson,Female,35,Matthewmouth,Maryland,Law,Rejected,2024-07-06 00:00:00,2024-03-31 00:00:00,22,13,40,75,0,1,0,0,24,2024-06-29 00:00:00,WhatsApp,Kimberly Wright,2024-08-01 00:00:00,65,Excellent communication
A00154,John Davis,Other,24,Albertburgh,Maine,Business,Accepted,2024-08-22 00:00:00,2024-08-12 00:00:00,24,26,28,78,0,1,0,0,6,2024-10-07 00:00:00,Phone Call,Mrs. Crystal Washington,2024-05-23 00:00:00,93,Average performance
A00156,Shane Griffin,Male,32,Monicamouth,Alaska,Law,Accepted,2024-02-21 00:00:00,2024-07-13 00:00:00,21,11,36,68,1,0,0,0,2,2024-07-04 00:00:00,WhatsApp,Jermaine Lee,2024-02-12 00:00:00,99,Excellent communication
A00157,Blake Lee,Other,27,North Briannaburgh,Louisiana,Arts,Submitted,2024-01-29 00:00:00,2024-10-29 00:00:00,27,12,28,67,1,0,0,0,2,2024-03-14 00:00:00,Email,Christopher Maldonado,2024-02-01 00:00:00,92,Excellent communication
A00158,Joseph Bond,Other,20,Bakerburgh,West Virginia,Computer Science,Accepted,2024-03-15 00:00:00,2024-08-26 00:00:00,17,20,11,48,1,0,0,0,6,2024-10-22 00:00:00,WhatsApp,Yvette Carlson,2024-09-27 00:00:00,62,Excellent communication
A00162,Jason Dennis,Female,18,New Jillchester,California,Law,Accepted,2024-05-17 00:00:00,2024-10-12 00:00:00,14,35,10,59,0,1,0,0,4,2024-07-02 00:00:00,Email,Andrea Escobar,2023-12-17 00:00:00,56,Excellent communication
A00164,David Jackson,Other,21,Tracyberg,West Virginia,Arts,Submitted,2024-08-11 00:00:00,2024-01-02 00:00:00,33,39,16,88,0,0,0,1,6,2024-09-20 00:00:00,Email,Zachary Harris,2024-07-22 00:00:00,52,Needs improvement
A00166,Brittany Ortiz,Female,33,Hoffmanland,Nevada,Engineering,Rejected,2024-11-27 00:00:00,2024-01-03 00:00:00,24,29,16,69,0,0,1,0,4,2024-02-28 00:00:00,Email,Laura Griffin,2024-07-03 00:00:00,76,Average performance
A00167,Daniel Sanchez,Male,23,Kellyview,Connecticut,Arts,Submitted,2024-07-20 00:00:00,2024-09-18 00:00:00,17,24,20,61,1,0,0,0,48,2024-10-27 00:00:00,WhatsApp,Adam Jones,2024-09-21 00:00:00,97,Average performance
A00168,Katrina Wilson,Male,26,Williamchester,Arizona,Computer Science,Submitted,2024-10-01 00:00:00,2024-01-02 00:00:00,13,16,19,48,0,0,1,0,6,2024-09-22 00:00:00,Email,Brian Castro,2024-08-19 00:00:00,93,Excellent communication
A00169,Lisa George,Other,32,Carlosview,California,Computer Science,Submitted,2024-01-21 00:00:00,2024-01-15 00:00:00,35,25,10,70,1,0,0,0,4,2023-12-31 00:00:00,WhatsApp,Deborah Nelson,2024-11-04 00:00:00,90,Needs improvement
A00170,Donna Blackwell,Male,26,Cherylview,Rhode Island,Business,Rejected,2023-12-12 00:00:00,2024-04-30 00:00:00,19,10,31,60,1,0,0,0,48,2024-05-16 00:00:00,WhatsApp,Joshua Durham,2024-03-20 00:00:00,75,Good technical skills
A00171,Claudia Miller,Other,22,Tylerton,Kentucky,Arts,Accepted,2024-07-28 00:00:00,2024-04-11 00:00:00,27,13,15,55,0,0,1,0,48,2024-05-28 00:00:00,WhatsApp,Jason Sanders,2024-11-15 00:00:00,68,Good technical skills
A00172,Christopher Hansen,Male,24,South Melissaborough,New Jersey,Engineering,Accepted,2024-10-18 00:00:00,2024-10-09 00:00:00,21,18,21,60,0,0,0,1,24,2024-06-15 00:00:00,WhatsApp,Scott Aguilar,2024-05-13 00:00:00,82,Needs improvement
A00174,Andrew Torres,Female,29,New Shelby,Tennessee,Arts,Submitted,2023-12-21 00:00:00,2024-10-18 00:00:00,16,35,20,71,1,0,0,0,12,2024-11-20 00:00:00,Phone Call,Dr. Tanya Baldwin,2024-11-15 00:00:00,99,Good technical skills
A00175,Kayla Watson,Other,26,Wallaceborough,Arkansas,Arts,Rejected,2024-01-23 00:00:00,2024-10-27 00:00:00,16,20,21,57,0,0,1,0,6,2024-01-22 00:00:00,WhatsApp,Nicole Anderson,2024-07-02 00:00:00,88,Good technical skills
A00176,Sara Lester,Female,28,West Sarah,Arkansas,Engineering,Accepted,2024-09-22 00:00:00,2024-08-23 00:00:00,14,19,32,65,0,1,0,0,12,2024-04-03 00:00:00,Email,Nathan Miller,2024-12-02 00:00:00,60,Good technical skills
A00177,James Fox,Male,34,North Lorichester,Arizona,Engineering,Accepted,2024-03-27 00:00:00,2024-11-27 00:00:00,27,20,35,82,0,0,0,1,2,2024-06-12 00:00:00,Phone Call,Stephanie Nguyen,2024-03-27 00:00:00,89,Average performance
A00178,Carol Terry MD,Female,25,East Jamesshire,Florida,Business,Submitted,2024-05-18 00:00:00,2024-09-10 00:00:00,23,26,23,72,1,0,0,0,4,2024-05-05 00:00:00,WhatsApp,Marie Barrett,2024-11-12 00:00:00,85,Needs improvement
A00179,Jason Kelly,Female,31,Galvanberg,New Mexico,Business,Interview Scheduled,2024-06-08 00:00:00,2024-10-28 00:00:00,23,38,33,94,0,0,1,0,6,2024-02-22 00:00:00,WhatsApp,Rebecca Zuniga,2024-06-03 00:00:00,77,Good technical skills
A00181,Dakota Romero,Female,18,New Stephanieshire,Massachusetts,Business,Accepted,2024-07-21 00:00:00,2024-11-24 00:00:00,14,39,14,67,0,1,0,0,2,2024-11-09 00:00:00,WhatsApp,Maria Garza DVM,2024-07-13 00:00:00,57,Excellent communication
A00182,Ashley Taylor,Female,28,Port Kristin,Delaware,Arts,Submitted,2024-11-27 00:00:00,2024-04-15 00:00:00,31,35,39,105,1,0,0,0,12,2024-06-24 00:00:00,Phone Call,Erika Sanchez,2024-01-29 00:00:00,93,Excellent communication
A00183,Ryan Decker,Other,23,West Pamelamouth,Minnesota,Law,Rejected,2024-06-10 00:00:00,2024-05-14 00:00:00,29,36,40,105,0,0,1,0,2,2024-10-06 00:00:00,Phone Call,Jacqueline Booth,2023-12-30 00:00:00,85,Needs improvement
A00184,Stephen Clark,Other,24,Andrewchester,Missouri,Law,Rejected,2024-04-18 00:00:00,2024-04-27 00:00:00,28,31,10,69,0,1,0,0,4,2024-05-14 00:00:00,Email,Nicholas Simmons,2023-12-15 00:00:00,51,Average performance
A00185,Linda Bailey,Male,26,Deleonland,New Jersey,Business,Accepted,2024-05-05 00:00:00,2024-10-01 00:00:00,20,28,33,81,0,1,0,0,4,2024-09-09 00:00:00,Phone Call,Johnny Kirby,2024-09-14 00:00:00,70,Good technical skills
A00186,Danielle Carr,Female,28,New Regina,South Carolina,Business,Rejected,2024-08-08 00:00:00,2024-07-22 00:00:00,11,19,28,58,0,1,0,0,6,2024-03-12 00:00:00,WhatsApp,Kevin Sanders,2024-11-21 00:00:00,91,Average performance
A00187,Kristin Henderson,Female,33,West Brenda,Kansas,Engineering,Rejected,2024-02-01 00:00:00,2024-09-07 00:00:00,39,18,35,92,0,0,0,1,48,2024-06-03 00:00:00,Phone Call,Kaylee Jones,2024-09-28 00:00:00,97,Good technical skills
A00189,Daniel Kelly,Male,19,Kellyfurt,New Jersey,Law,Interview Scheduled,2024-08-23 00:00:00,2024-07-29 00:00:00,31,26,19,76,0,0,1,0,24,2024-02-17 00:00:00,Phone Call,Vickie Gardner,2024-03-04 00:00:00,98,Excellent communication
A00190,Dan Grant,Other,21,East Carlosside,Mississippi,Computer Science,Accepted,2024-02-17 00:00:00,2024-07-06 00:00:00,16,26,24,66,0,0,1,0,2,2024-09-23 00:00:00,WhatsApp,Thomas Murphy,2024-09-09 00:00:00,85,Excellent communication
A00191,Eric Salas,Other,31,Monroebury,Maryland,Engineering,Interview Scheduled,2024-04-06 00:00:00,2024-05-27 00:00:00,12,37,39,88,0,1,0,0,6,2024-11-17 00:00:00,Phone Call,Trevor Montgomery,2024-09-06 00:00:00,88,Excellent communication
A00192,Michelle Reynolds,Other,31,New Michelleburgh,Louisiana,Computer Science,Interview Scheduled,2024-01-19 00:00:00,2024-06-11 00:00:00,35,38,30,103,0,1,0,0,12,2024-10-25 00:00:00,WhatsApp,James Davis,2024-01-04 00:00:00,86,Average performance
A00193,Timothy Garcia,Female,25,West Craig,Ohio,Computer Science,Rejected,2024-03-06 00:00:00,2024-06-03 00:00:00,18,38,38,94,0,1,0,0,2,2023-12-17 00:00:00,Email,William Collins,2024-05-24 00:00:00,88,Average performance
A00194,Wesley Price,Female,24,Matthewburgh,Texas,Computer Science,Interview Scheduled,2024-08-19 00:00:00,2024-01-18 00:00:00,11,26,11,48,0,1,0,0,4,2024-10-27 00:00:00,Phone Call,Jennifer Flores,2024-09-28 00:00:00,99,Excellent communication
A00195,Kathleen Perez,Male,23,West Wendy,Connecticut,Arts,Rejected,2024-10-29 00:00:00,2024-05-08 00:00:00,15,29,10,54,0,1,0,0,24,2023-12-31 00:00:00,Email,Shawna Allen,2024-03-25 00:00:00,57,Excellent communication
A00196,Kenneth Coleman,Female,25,Tracymouth,Louisiana,Business,Interview Scheduled,2024-09-23 00:00:00,2023-12-13 00:00:00,34,35,23,92,0,0,1,0,4,2024-10-02 00:00:00,WhatsApp,Elizabeth Curtis,2023-12-29 00:00:00,89,Excellent communication
A00197,Darren Cortez,Female,28,New Donnaborough,New Mexico,Computer Science,Rejected,2024-02-05 00:00:00,2024-06-08 00:00:00,25,24,35,84,0,0,0,1,48,2024-07-23 00:00:00,Email,Brian Douglas,2024-04-08 00:00:00,91,Excellent communication
A00198,Amy Campbell,Female,27,North Kara,North Carolina,Engineering,Rejected,2024-04-26 00:00:00,2024-05-10 00:00:00,12,27,17,56,0,1,0,0,4,2024-06-11 00:00:00,WhatsApp,Chelsea Clark,2024-11-08 00:00:00,75,Average performance
A00199,Vicki Blackburn,Other,33,South Dustinmouth,Missouri,Law,Interview Scheduled,2024-10-08 00:00:00,2024-06-06 00:00:00,19,20,40,79,0,0,1,0,24,2024-08-06 00:00:00,Email,Rebecca Costa,2024-05-09 00:00:00,71,Excellent communication
A00200,Melissa Parker,Female,19,Ramosmouth,Michigan,Business,Submitted,2024-04-02 00:00:00,2024-04-02 00:00:00,18,20,31,69,0,1,0,0,48,2024-10-01 00:00:00,Phone Call,James Macias,2024-08-23 00:00:00,76,Average performance
A00202,Scott Wright,Male,26,Millerstad,Virginia,Computer Science,Rejected,2024-01-16 00:00:00,2024-03-09 00:00:00,38,32,40,110,0,0,1,0,24,2024-08-05 00:00:00,Phone Call,Keith Baker,2023-12-23 00:00:00,74,Average performance
A00204,Ian Spencer,Female,31,Charlesborough,Maine,Arts,Interview Scheduled,2024-10-31 00:00:00,2024-06-06 00:00:00,26,32,32,90,0,1,0,0,24,2024-08-08 00:00:00,Phone Call,Carly Nolan,2024-08-11 00:00:00,63,Needs improvement
A00205,Amy Williams,Male,20,Lake Samantha,Kansas,Arts,Accepted,2024-12-02 00:00:00,2024-04-14 00:00:00,17,19,25,61,0,0,0,1,24,2024-04-05 00:00:00,Phone Call,Russell Gonzalez,2024-03-16 00:00:00,86,Average performance
A00210,Denise Simpson,Female,26,East Patricia,Pennsylvania,Engineering,Accepted,2024-12-09 00:00:00,2024-01-19 00:00:00,13,28,36,77,0,1,0,0,24,2024-06-04 00:00:00,Email,Steven Pratt,2024-03-08 00:00:00,94,Excellent communication
A00211,Kristina Brady,Other,24,Fergusonfort,Minnesota,Business,Accepted,2023-12-14 00:00:00,2024-05-11 00:00:00,17,28,27,72,0,0,1,0,2,2024-02-04 00:00:00,Phone Call,Michael Bailey,2024-08-03 00:00:00,97,Good technical skills
A00212,Nancy Webb,Male,32,Sophiaville,Alabama,Business,Submitted,2024-10-01 00:00:00,2024-08-07 00:00:00,31,38,17,86,1,0,0,0,24,2023-12-26 00:00:00,Phone Call,Melinda Floyd,2024-12-06 00:00:00,66,Needs improvement
A00213,Taylor Mitchell,Female,30,Lake James,Nevada,Business,Rejected,2024-12-06 00:00:00,2024-02-16 00:00:00,18,12,31,61,0,1,0,0,48,2024-07-29 00:00:00,WhatsApp,Keith Mills,2024-03-31 00:00:00,86,Needs improvement
A00214,Tammy Brown,Male,22,Davidfurt,Oklahoma,Business,Submitted,2024-03-14 00:00:00,2024-02-27 00:00:00,38,14,23,75,0,0,0,1,4,2024-11-02 00:00:00,WhatsApp,Michaela Holmes,2024-02-20 00:00:00,53,Excellent communication
A00216,Megan Perkins,Male,25,Crystalhaven,South Carolina,Law,Accepted,2024-06-27 00:00:00,2024-02-09 00:00:00,32,37,18,87,0,0,0,1,6,2024-05-21 00:00:00,Phone Call,Monica Morgan,2024-07-30 00:00:00,65,Good technical skills
A00217,Joseph Bowers,Male,25,Josephport,Missouri,Business,Interview Scheduled,2024-08-14 00:00:00,2024-09-14 00:00:00,25,21,31,77,0,0,1,0,24,2024-05-12 00:00:00,WhatsApp,Elizabeth Hayden,2024-10-31 00:00:00,52,Good technical skills
A00218,Sandra Jones,Male,33,Kellyberg,North Dakota,Arts,Accepted,2024-01-29 00:00:00,2024-07-03 00:00:00,21,33,21,75,0,1,0,0,4,2024-10-11 00:00:00,Phone Call,Timothy Johnson,2024-12-06 00:00:00,79,Excellent communication
A00219,Bruce Mendoza,Female,35,Lake Jamesside,Minnesota,Arts,Interview Scheduled,2024-03-28 00:00:00,2024-08-08 00:00:00,27,19,18,64,0,0,1,0,4,2024-03-16 00:00:00,Phone Call,Candice Turner,2024-10-24 00:00:00,65,Good technical skills
A00220,Jacqueline Bennett,Male,23,Santiagomouth,Michigan,Engineering,Rejected,2024-12-01 00:00:00,2024-04-19 00:00:00,23,18,34,75,0,0,1,0,4,2024-10-11 00:00:00,Email,Anne Jimenez,2024-05-09 00:00:00,96,Needs improvement
A00221,Lisa Lowe,Female,31,Taylorburgh,Delaware,Arts,Submitted,2024-04-19 00:00:00,2023-12-21 00:00:00,27,29,14,70,1,0,0,0,48,2024-11-19 00:00:00,Email,David Jones,2024-04-17 00:00:00,93,Good technical skills
A00222,Billy Martinez,Female,27,New Bettymouth,New Mexico,Arts,Submitted,2024-03-29 00:00:00,2024-01-12 00:00:00,36,24,31,91,0,1,0,0,2,2024-02-16 00:00:00,Phone Call,Tiffany Rowland,2023-12-28 00:00:00,99,Good technical skills
A00223,Jason Allen,Female,22,North Markhaven,Michigan,Engineering,Interview Scheduled,2024-10-22 00:00:00,2024-04-13 00:00:00,38,31,28,97,0,1,0,0,48,2024-07-14 00:00:00,WhatsApp,Tyler Cook,2024-05-07 00:00:00,55,Needs improvement
A00224,Stacey Weeks,Male,24,Port Kimberly,Colorado,Law,Submitted,2024-06-14 00:00:00,2024-08-10 00:00:00,20,34,27,81,0,0,1,0,12,2024-10-19 00:00:00,WhatsApp,Diana Johnson,2024-02-17 00:00:00,67,Excellent communication
A00226,Destiny Ross,Other,24,Tammystad,Kansas,Computer Science,Interview Scheduled,2024-11-26 00:00:00,2024-02-27 00:00:00,27,19,39,85,1,0,0,0,24,2024-06-16 00:00:00,WhatsApp,Arthur Weiss,2024-01-17 00:00:00,100,Needs improvement
A00228,Maria Wallace,Other,19,Claudiaborough,Oregon,Computer Science,Accepted,2024-01-25 00:00:00,2024-08-20 00:00:00,24,20,22,66,1,0,0,0,4,2024-01-15 00:00:00,Phone Call,Austin Garcia,2024-11-07 00:00:00,71,Average performance
A00229,Terry Weaver,Female,27,Port Jacob,Missouri,Business,Rejected,2024-01-31 00:00:00,2024-11-29 00:00:00,24,13,38,75,1,0,0,0,6,2024-02-21 00:00:00,Email,Stephanie Ortega,2024-02-18 00:00:00,55,Good technical skills
A00230,David Smith,Male,34,New Brandon,Hawaii,Business,Submitted,2024-09-27 00:00:00,2024-09-15 00:00:00,25,10,15,50,0,1,0,0,48,2024-05-23 00:00:00,WhatsApp,Justin Davis,2024-02-17 00:00:00,59,Excellent communication
A00231,Anna Rasmussen,Other,31,Port Thomas,Florida,Engineering,Interview Scheduled,2024-09-14 00:00:00,2024-10-27 00:00:00,37,26,35,98,1,0,0,0,48,2024-08-28 00:00:00,Email,Donald Dunn,2024-04-23 00:00:00,55,Excellent communication
A00232,Amy Gates,Female,24,Millerchester,Nevada,Computer Science,Accepted,2024-10-04 00:00:00,2024-07-07 00:00:00,32,36,14,82,0,0,1,0,6,2024-07-10 00:00:00,Phone Call,Shannon Cochran,2024-08-26 00:00:00,98,Excellent communication
A00233,Jessica Greene,Other,25,Sandraville,New Jersey,Business,Interview Scheduled,2024-06-08 00:00:00,2024-12-06 00:00:00,24,23,17,64,0,0,0,1,6,2024-06-20 00:00:00,Phone Call,Glen Pierce,2024-12-03 00:00:00,73,Excellent communication
A00234,Robert Stephens,Male,27,Davidton,Tennessee,Arts,Rejected,2024-08-23 00:00:00,2024-07-06 00:00:00,23,18,35,76,0,0,0,1,2,2024-01-03 00:00:00,Email,Mark Brown,2024-02-03 00:00:00,77,Needs improvement
A00235,Emily Walker,Male,34,Port Brendanberg,Indiana,Arts,Accepted,2024-08-24 00:00:00,2024-08-07 00:00:00,21,14,11,46,1,0,0,0,48,2024-11-26 00:00:00,Email,Joshua Curtis,2024-05-25 00:00:00,94,Good technical skills
A00236,Phillip Morris,Other,23,North Pam,Michigan,Computer Science,Accepted,2024-03-04 00:00:00,2024-11-23 00:00:00,19,10,33,62,0,1,0,0,6,2024-06-11 00:00:00,Phone Call,Sonya Martin,2024-12-02 00:00:00,73,Good technical skills
A00237,Miss Anita Reed,Other,29,Lake Hailey,Wyoming,Business,Submitted,2023-12-13 00:00:00,2024-10-26 00:00:00,15,34,32,81,0,0,1,0,4,2024-08-10 00:00:00,Email,Jacob Hawkins,2024-04-20 00:00:00,52,Good technical skills
A00239,Erica Burns,Male,24,South Seanhaven,Arizona,Arts,Submitted,2024-03-03 00:00:00,2024-06-13 00:00:00,30,24,12,66,0,1,0,0,4,2024-08-23 00:00:00,Phone Call,Cheyenne Moran,2023-12-14 00:00:00,97,Needs improvement
A00240,Mary Bauer,Male,22,East Jared,Oregon,Arts,Rejected,2024-01-08 00:00:00,2023-12-20 00:00:00,10,39,10,59,0,0,1,0,24,2024-06-10 00:00:00,WhatsApp,Mark Miller,2024-07-26 00:00:00,52,Good technical skills
A00241,Lindsey Barry,Other,28,Port Matthew,Connecticut,Business,Rejected,2024-09-11 00:00:00,2024-10-06 00:00:00,10,28,28,66,1,0,0,0,12,2024-09-03 00:00:00,WhatsApp,Lori George,2024-09-17 00:00:00,82,Good technical skills
A00242,John Morris,Male,23,Jonathanfurt,New York,Engineering,Interview Scheduled,2024-01-19 00:00:00,2024-10-09 00:00:00,22,39,17,78,1,0,0,0,24,2024-03-21 00:00:00,Phone Call,Mr. Dalton Lowe,2024-10-02 00:00:00,87,Needs improvement
A00244,Carolyn Fisher,Male,30,West Rodneyville,Nebraska,Law,Interview Scheduled,2024-07-22 00:00:00,2024-06-14 00:00:00,26,39,33,98,0,0,0,1,6,2024-02-10 00:00:00,WhatsApp,Julia Smith,2024-08-07 00:00:00,88,Good technical skills
A00245,Monica Pena,Other,18,Scottmouth,Pennsylvania,Computer Science,Interview Scheduled,2024-11-30 00:00:00,2024-02-03 00:00:00,25,17,28,70,0,0,0,1,24,2024-04-10 00:00:00,WhatsApp,Mr. Brent Barrera,2024-08-24 00:00:00,84,Average performance
