ApplicationID,InterviewerName,InterviewDate,Score,Feedback
A00500,Anthony Johnson,2024-03-01,95,Average performance
A00501,Kristin Klein,2023-12-16,68,Needs improvement
A00502,Courtney Huff,2024-11-03,79,Average performance
A00503,Kristy Valenzuela,2024-10-19,60,Average performance
A00504,John Carpenter,2024-05-30,64,Average performance
A00505,Derek Mills,2024-11-15,54,Average performance
A00506,Andrew Tucker,2024-09-29,50,Needs improvement
A00507,Tyler Young,2024-11-02,77,Needs improvement
A00508,Steven Cooke,2024-10-08,73,Good technical skills
A00509,Charlene Reid,2024-07-24,89,Average performance
A00510,Don Bailey,2024-07-11,58,Good technical skills
A00511,Peter Black,2024-06-17,100,Excellent communication
A00512,Samantha Walsh,2024-02-03,75,Good technical skills
A00513,Elizabeth Jordan,2024-01-30,84,Good technical skills
A00514,Justin Crawford,2024-10-09,89,Good technical skills
A00515,Tiffany Foster,2024-01-18,92,Good technical skills
A00516,Kevin Clark,2024-05-30,67,Excellent communication
A00517,Jonathan Washington,2024-04-17,83,Average performance
A00518,Brenda Campbell,2024-02-21,52,Good technical skills
A00519,Cynthia Rodriguez,2024-01-17,92,Needs improvement
A00520,Dana Peck,2024-01-30,50,Needs improvement
A00521,Joshua Smith,2024-07-17,82,Good technical skills
A00522,Bryce Edwards,2024-08-25,79,Excellent communication
A00523,Kathleen Jones,2024-07-25,81,Good technical skills
A00524,Jenny Simpson,2024-11-25,85,Excellent communication
A00525,James Little,2024-05-03,93,Excellent communication
A00526,Victoria Burnett,2024-11-18,95,Good technical skills
A00527,Sharon Fowler,2024-10-20,79,Excellent communication
A00528,Gregory Gill,2024-05-08,69,Needs improvement
A00529,Karen Henderson,2024-04-12,78,Good technical skills
A00530,Makayla Ramsey,2024-01-30,79,Good technical skills
A00531,Alexander Ochoa,2024-09-19,68,Good technical skills
A00532,Alyssa Moran,2024-09-30,78,Good technical skills
A00533,Evan Chandler,2024-12-04,83,Good technical skills
A00534,Sarah Perez,2024-10-07,57,Average performance
A00535,Alexander Harvey Jr.,2024-10-13,70,Good technical skills
A00536,Kari Fischer,2023-12-17,66,Good technical skills
A00537,Billy Gonzales,2024-07-04,81,Average performance
A00538,Jon Hall,2024-06-07,64,Needs improvement
A00539,Troy Davis,2024-04-01,86,Needs improvement
A00540,Chad Hines,2024-03-01,50,Needs improvement
A00541,Richard Jimenez,2024-06-24,59,Good technical skills
A00542,Lisa Johnson,2024-10-27,62,Good technical skills
A00543,Dana Olsen,2024-09-09,67,Good technical skills
A00544,Julie Rodriguez,2024-05-22,71,Excellent communication
A00545,Jeffrey Hall,2024-07-04,50,Excellent communication
A00546,Kristen Brown,2024-12-09,61,Good technical skills
A00547,Holly Cunningham,2024-11-27,58,Average performance
A00548,Terry Buckley,2024-02-08,52,Average performance
A00549,Mr. Richard Jones DDS,2024-01-09,66,Average performance
A00550,Katherine Mann,2024-10-07,56,Needs improvement
A00551,David Booker,2024-09-03,83,Needs improvement
A00552,Kimberly Stanton,2024-05-07,72,Excellent communication
A00553,Jessica Francis MD,2024-03-18,50,Average performance
A00554,Dr. Crystal Stewart,2024-05-08,71,Excellent communication
A00555,Dennis Bradford,2024-02-09,75,Excellent communication
A00556,Casey Robinson,2024-04-03,90,Good technical skills
A00557,Rachel Phillips,2024-05-22,81,Average performance
A00558,Dr. Michael Adams,2024-05-12,54,Good technical skills
A00559,Andrew Smith,2024-02-03,91,Average performance
A00560,Anthony Mcgee,2024-03-27,57,Average performance
A00561,Robert Morris,2024-03-06,54,Average performance
A00562,Mr. Garrett Johnson,2024-04-24,79,Average performance
A00563,Donna King,2024-04-14,67,Average performance
A00564,Alison Mathis,2024-05-21,89,Excellent communication
A00565,Julie Lopez,2023-12-15,82,Good technical skills
A00566,Jacob Williams,2024-05-19,77,Average performance
A00567,Thomas Smith,2024-01-06,70,Excellent communication
A00568,Adam Hodge,2024-02-06,64,Excellent communication
A00569,Kevin Cunningham,2024-05-17,78,Average performance
A00570,Leslie Holmes,2024-02-07,61,Needs improvement
A00571,Tyler Campbell,2024-03-29,59,Average performance
A00572,Patrick Hensley,2024-04-28,97,Excellent communication
A00573,Terri Dyer,2024-06-27,97,Excellent communication
A00574,Christopher Perkins,2024-05-01,64,Excellent communication
A00575,James Stanley,2024-11-18,60,Average performance
A00576,Brittany Rose,2024-03-31,77,Good technical skills
A00577,Mark Price,2024-05-18,80,Needs improvement
A00578,Lauren Gibson,2023-12-11,73,Average performance
A00579,Jacqueline Taylor,2024-07-04,53,Excellent communication
A00580,Ryan Simmons,2024-10-26,85,Needs improvement
A00581,Patricia Daugherty,2024-09-30,72,Average performance
A00582,John Foley,2024-10-29,90,Needs improvement
A00583,Stacy Martin,2024-11-17,77,Average performance
A00584,Spencer Mercado,2024-06-08,90,Good technical skills
A00585,Debra Ryan,2024-05-28,72,Average performance
A00586,Miguel Gibbs,2024-08-29,87,Excellent communication
A00587,Sharon Solis,2023-12-29,71,Good technical skills
A00588,Daniel Riddle,2024-07-09,62,Needs improvement
A00589,Kari Mcbride,2024-08-18,64,Average performance
A00590,Mitchell Pierce,2023-12-20,78,Excellent communication
A00591,Steven Alexander,2024-03-14,94,Excellent communication
A00592,Jennifer Cabrera,2024-05-18,99,Good technical skills
A00593,Brian Baldwin,2024-06-23,59,Excellent communication
A00594,Joshua Pitts,2024-08-29,52,Needs improvement
A00595,Crystal White,2024-04-25,91,Needs improvement
A00596,Paula Roberts,2024-05-18,81,Needs improvement
A00597,Kimberly Clark,2024-06-22,87,Needs improvement
A00598,Gregg Green,2024-11-19,94,Needs improvement
A00599,Timothy Murphy,2024-11-16,71,Average performance
A00600,Elizabeth Fisher,2024-03-27,70,Needs improvement
A00601,Laura Vega,2024-11-19,75,Good technical skills
A00602,Jonathan Mercer,2024-10-17,59,Needs improvement
A00603,Madison Brown,2024-01-21,98,Excellent communication
A00604,Tony Garcia,2024-10-13,99,Needs improvement
A00605,Elaine Graves,2024-02-27,60,Good technical skills
A00606,William Fuentes,2024-01-26,66,Good technical skills
A00607,Jacob Christensen,2024-10-03,70,Average performance
A00608,Janet Sparks,2023-12-26,87,Good technical skills
A00609,Elijah Garcia,2024-09-09,93,Good technical skills
A00610,Cameron Bennett,2024-09-24,76,Needs improvement
A00611,Samantha Blake,2024-03-07,62,Excellent communication
A00612,Joshua Miller,2024-01-22,93,Excellent communication
A00613,Beth Edwards,2024-12-03,50,Good technical skills
A00614,Dana Garcia,2024-08-26,81,Needs improvement
A00615,Marcus Edwards,2024-07-19,68,Excellent communication
A00616,Christine West,2024-10-19,78,Needs improvement
A00617,Gregory Gardner,2024-03-19,67,Needs improvement
A00618,Amy Day,2024-01-16,73,Good technical skills
A00619,Diana Sanchez,2024-08-16,94,Average performance
A00620,Kimberly Johnson,2024-11-30,90,Needs improvement
A00621,Tiffany Lopez,2024-06-08,96,Average performance
A00622,John Cruz,2024-09-21,89,Average performance
A00623,Kyle Smith,2024-01-22,75,Needs improvement
A00624,Caleb Bauer,2024-02-15,83,Average performance
A00625,Richard Davis,2024-07-11,67,Needs improvement
A00626,Donald Estrada,2024-03-12,60,Excellent communication
A00627,Katelyn Hayes,2024-11-18,77,Needs improvement
A00628,Michele Murray,2024-03-24,59,Needs improvement
A00629,Paul Crawford,2024-07-23,95,Excellent communication
A00630,Richard Yang,2024-11-29,93,Average performance
A00631,Terry Dalton,2024-04-02,61,Good technical skills
A00632,Sandra Benitez,2024-09-23,74,Needs improvement
A00633,Kayla Chandler,2024-09-25,73,Excellent communication
A00634,Sherri Chavez,2024-06-27,70,Needs improvement
A00635,Kimberly Frost,2024-05-13,79,Good technical skills
A00636,Kimberly Medina,2024-07-25,58,Excellent communication
A00637,Colleen Davis,2024-02-10,52,Average performance
A00638,Christian Parker,2024-08-09,66,Needs improvement
A00639,Lisa Lopez,2024-04-14,68,Needs improvement
A00640,Jeffrey Mills,2024-08-01,64,Excellent communication
A00641,Elizabeth King,2024-08-24,94,Excellent communication
A00642,Yolanda Parker,2024-10-16,68,Good technical skills
A00643,Matthew Caldwell,2024-11-26,80,Average performance
A00644,Troy Moore,2024-01-30,63,Good technical skills
A00645,Jason Howard,2024-01-30,54,Good technical skills
A00646,Dustin Hamilton,2024-03-15,76,Average performance
A00647,Kyle Sharp,2024-02-28,96,Good technical skills
A00648,Donna Williams,2024-10-17,69,Needs improvement
A00649,Monique Williams,2024-09-18,57,Average performance
A00650,Kari Silva,2024-08-10,80,Average performance
A00651,Alyssa Cruz,2024-10-04,85,Needs improvement
A00652,Ronald Boyd,2024-09-21,58,Average performance
A00653,Kimberly Christensen,2024-08-20,59,Average performance
A00654,Lee Morgan,2023-12-17,73,Excellent communication
A00655,Amanda Acevedo,2024-08-26,85,Good technical skills
A00656,Brandon Martinez,2024-01-23,71,Average performance
A00657,Anna Bell,2024-05-11,59,Average performance
A00658,Jeremiah Austin,2024-01-15,92,Good technical skills
A00659,Jonathan Blanchard,2024-03-06,85,Good technical skills
A00660,Ryan Woods,2024-11-15,56,Average performance
A00661,Toni Ramirez,2024-01-20,86,Needs improvement
A00662,Jeffery Newman,2024-05-25,51,Excellent communication
A00663,Alan Gilbert,2024-05-05,95,Average performance
A00664,Shelby Pacheco,2024-06-15,83,Average performance
A00665,Daniel Sanchez,2024-06-07,65,Good technical skills
A00666,Andrea Camacho PhD,2024-03-21,56,Average performance
A00667,Joshua Foster,2024-05-16,93,Needs improvement
A00668,Elizabeth Clayton,2024-08-12,72,Good technical skills
A00669,John Diaz,2024-04-26,63,Average performance
A00670,Carl Sheppard,2024-09-17,58,Excellent communication
A00671,Matthew Carson,2024-03-30,79,Good technical skills
A00672,Johnathan Brooks,2024-09-02,100,Good technical skills
A00673,Sherry Wyatt,2024-01-25,56,Average performance
A00674,Michael Craig,2024-11-30,57,Average performance
A00675,Frederick Hansen,2024-04-14,83,Good technical skills
A00676,Julie Mejia,2024-06-15,70,Excellent communication
A00677,Miss Emily Smith,2024-02-05,83,Needs improvement
A00678,Yolanda Barton,2024-11-19,88,Excellent communication
A00679,Sharon Rivera,2024-09-11,67,Needs improvement
A00680,Charles Orozco,2024-03-22,55,Excellent communication
A00681,Harold White,2024-09-13,50,Average performance
A00682,William Smith,2024-01-28,88,Average performance
A00683,Timothy Lynch,2024-09-22,53,Needs improvement
A00684,Amy Jenkins,2024-06-08,77,Needs improvement
A00685,Timothy Ball,2024-07-27,60,Good technical skills
A00686,Brandy Garza,2024-05-21,65,Good technical skills
A00687,Katherine Thompson,2024-01-13,89,Good technical skills
A00688,Christina Cooper,2024-07-29,97,Average performance
A00689,Glenn Sweeney,2024-10-24,73,Good technical skills
A00690,Angelica Case,2024-07-21,57,Good technical skills
A00691,Allen Rivera,2024-06-09,94,Average performance
A00692,Kelly Rodriguez,2024-11-20,87,Average performance
A00693,Terry Wang,2024-06-12,65,Good technical skills
A00694,Gabriella Villegas,2024-11-07,65,Excellent communication
A00695,Ronald Owens,2024-05-11,68,Average performance
A00696,Jared Brown,2024-05-19,53,Needs improvement
A00697,Mr. Nicholas Hebert,2024-12-08,99,Good technical skills
A00698,Frank Harris,2024-08-16,55,Average performance
A00699,Christopher Williamson,2024-06-27,84,Needs improvement
A00700,John Baker,2023-12-19,91,Needs improvement
A00701,Zachary Rivera,2024-08-24,60,Needs improvement
A00702,Jacqueline Powell,2024-05-04,50,Average performance
A00703,Renee Miller,2024-06-07,99,Needs improvement
A00704,Patrick Rivera,2024-08-20,91,Average performance
A00705,Cathy Kelly,2024-05-18,68,Average performance
A00706,Katherine Cannon,2024-10-02,69,Average performance
A00707,Marco Johnson,2024-08-22,63,Average performance
A00708,Denise Whitaker,2024-04-16,52,Average performance
A00709,Michael Wagner,2024-04-28,56,Needs improvement
A00710,Judith Curtis,2024-11-12,99,Needs improvement
A00711,Martha Young,2024-08-09,73,Needs improvement
A00712,Charles Ramirez,2024-10-25,95,Excellent communication
A00713,Mrs. Candice Webb MD,2024-04-08,97,Good technical skills
A00714,Clinton Robertson,2024-06-03,67,Needs improvement
A00715,Robert Hayes,2024-03-19,73,Excellent communication
A00716,Andrea Gibson,2024-03-30,79,Good technical skills
A00717,Thomas Colon,2024-06-16,54,Good technical skills
A00718,James Pearson,2024-06-05,58,Needs improvement
A00719,Sharon Wallace,2024-02-20,61,Average performance
A00720,George Anderson,2024-02-10,50,Needs improvement
A00721,Christian Ross,2024-07-20,84,Needs improvement
A00722,Danielle Silva,2023-12-14,50,Needs improvement
A00723,Debra Anthony,2024-04-23,98,Good technical skills
A00724,Shelby Monroe,2024-03-12,53,Good technical skills
A00725,Micheal Allen,2024-01-31,100,Good technical skills
A00726,Jennifer Pierce,2024-04-02,89,Good technical skills
A00727,Kim Saunders,2024-01-09,78,Needs improvement
A00728,Tamara Martinez,2024-04-16,73,Good technical skills
A00729,Amber Green,2024-10-27,80,Good technical skills
A00730,Christopher Rivera,2024-09-25,54,Excellent communication
A00731,David Garcia,2024-05-10,63,Needs improvement
A00732,Haley Fitzpatrick,2024-06-19,70,Good technical skills
A00733,Kyle Frye,2024-05-22,51,Needs improvement
A00734,Martin Parker,2024-07-09,97,Excellent communication
A00735,Julie Stone,2023-12-24,80,Needs improvement
A00736,Charles Schultz,2024-10-07,76,Excellent communication
A00737,Maxwell Martin,2024-03-28,72,Needs improvement
A00738,Colin Cox,2024-09-03,65,Average performance
A00739,Logan Miller,2024-03-12,52,Good technical skills
A00740,Zachary Beard,2023-12-11,71,Good technical skills
A00741,Kevin Tapia,2024-06-12,62,Needs improvement
A00742,Beth Dixon,2024-03-13,95,Excellent communication
A00743,Sarah Stewart,2024-07-20,78,Average performance
A00744,Erin Patterson,2024-04-17,58,Needs improvement
A00745,Jessica Brown,2024-06-03,86,Average performance
A00746,Tiffany Tate,2023-12-14,79,Needs improvement
A00747,Devin Whitney,2024-02-21,66,Average performance
A00748,Dr. Sherri Ross,2023-12-15,63,Average performance
A00749,Grant Crosby,2024-12-01,73,Good technical skills
A00750,Joan Stevens,2024-05-01,60,Good technical skills
A00751,David Wood,2023-12-21,58,Needs improvement
A00752,Amber Pearson MD,2024-08-02,72,Good technical skills
A00753,Thomas Le,2024-08-24,66,Needs improvement
A00754,Gary Roberts,2024-08-31,51,Good technical skills
A00755,Ryan Wilson,2024-01-28,84,Needs improvement
A00756,Nicole Rice,2024-12-04,92,Needs improvement
A00757,Tamara Perez,2024-10-29,66,Needs improvement
A00758,Amber Vaughn,2024-02-14,53,Excellent communication
A00759,Margaret Taylor,2024-01-06,69,Average performance
A00760,Russell Rasmussen,2024-09-22,90,Average performance
A00761,Tammy Jones,2024-03-07,84,Excellent communication
A00762,Mark Bradshaw,2024-06-19,80,Good technical skills
A00763,Benjamin Stanley,2024-01-25,55,Needs improvement
A00764,Jamie Andrews,2024-12-08,81,Good technical skills
A00765,Shannon Ross,2024-05-02,59,Good technical skills
A00766,Amanda Martinez,2024-11-04,79,Average performance
A00767,Angela Freeman,2024-11-29,78,Good technical skills
A00768,Timothy Tucker,2024-04-18,53,Excellent communication
A00769,Rebecca Smith,2024-08-22,84,Needs improvement
A00770,Helen Mccoy,2024-09-04,91,Excellent communication
A00771,Thomas Salinas,2024-08-05,81,Good technical skills
A00772,Barbara Scott,2024-10-07,85,Excellent communication
A00773,Anthony Miller,2024-06-22,81,Good technical skills
A00774,Susan Wallace,2024-09-11,71,Good technical skills
A00775,John Castillo,2024-04-29,86,Needs improvement
A00776,Jacob Daniel,2024-07-28,53,Excellent communication
A00777,Jill Rodriguez,2024-09-27,85,Good technical skills
A00778,Natalie Weaver,2024-05-16,77,Excellent communication
A00779,Eric Green,2024-08-21,80,Good technical skills
A00780,Jamie Figueroa,2024-06-12,73,Good technical skills
A00781,Kelly Wade,2024-11-25,65,Average performance
A00782,Lauren Klein,2024-06-13,86,Average performance
A00783,Sarah Dixon DDS,2024-07-17,56,Needs improvement
A00784,Gary Allison,2024-04-26,81,Average performance
A00785,Amy Reynolds,2024-08-04,86,Needs improvement
A00786,Natasha Harmon,2023-12-28,99,Average performance
A00787,Denise Cain,2024-02-21,57,Good technical skills
